pipeline,stage,split,n_rows,start_time,end_time,feature_columns,target_lags,exogenous_lags,has_lag_0,has_nan,stationarity_transforms
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_2', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (2,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_4', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (4,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_5', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (5,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_3', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (3,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_1']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (1,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_2', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (2,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_4']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (4,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_5', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (5,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_6', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (6,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_5', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (5,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_4', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (4,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_3', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (3,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_lag_screen,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_2', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (2,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_3', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_1', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (3,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (1,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
cached_vmd,validation_cache_hyperparam_search,validation,55,2015-12-01,2020-06-01,"['cpi_mom_inflation__lag_1', 'cpi_mom_inflation__lag_12', 'broad_money__lag_4', 'ppi_qoq__lag_1', 'wti__lag_6', 'gold__lag_6', 'policy_rate__lag_1', 'VNINDEX__lag_1', 'NIKKEI225__lag_2', 'USDVND__lag_3']","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (6,), 'policy_rate': (1,), 'VNINDEX': (1,), 'NIKKEI225': (2,), 'USDVND': (3,)}",False,False,"{'cpi_mom_inflation': 'level', 'broad_money': 'level', 'ppi_qoq': 'level', 'wti': 'level', 'gold': 'level', 'policy_rate': 'level', 'VNINDEX': 'level', 'NIKKEI225': 'level', 'USDVND': 'level'}"
